student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S101308,Tech_Institute_D,BUS,Sri Lanka,Latvia,2019,Humanities,Master,Full-time,Female,18,Single,2,High,0.6,0,0,1,0,0,Full,7.23,7.48,8.15,7.81,20,20,34,34,0,0,0.745,0.594,0.075,0,-0.103,45.4,69.4,0.419,4,6.83,1,Moderate Risk,0.782
S101309,Latvia_Uni_B,BUS,Latvia,Latvia,2018,Social Sciences,Master,Part-time,Other,32,Single,5,Low,0.1,1,0,0,0,0,None,10.0,10.0,10.0,10.0,30,30,21,21,0,0,0.977,0.928,0.075,0,0.161,100.0,100.0,0.0,0,10.0,1,Very Likely to Succeed,1.0
S101310,Latvia_Uni_A,MIS,Kenya,Latvia,2018,Business,Bachelor,Full-time,Other,19,Single,1,High,0.705368626744562,0,1,1,0,0,None,6.8,7.01,6.67,6.84,32,29,28,28,1,0,0.725,0.59,0.107,0,0.276,44.2,57.5,0.353,0,6.6,0,High Risk,0.618
S101311,Latvia_College_C,CS,Vietnam,Latvia,2020,Computer Science,Bachelor,Part-time,Male,36,Single,3,High,0.6,1,1,0,0,0,None,6.59,6.99,7.44,7.22,34,34,31,25,0,2,0.679,0.54,0.116,1,0.255,56.7,75.3,0.501,2,8.18,1,Moderate Risk,0.846
S101312,Tech_Institute_D,DATA,India,Latvia,2021,Engineering,Bachelor,Full-time,Male,21,Single,1,High,0.6,0,0,0,1,18,Full,4.94,5.02,4.45,4.73,23,20,26,23,1,1,0.294,0.116,0.064,36,0.035,3.1,0.0,0.798,4,4.87,0,Very High Risk,0.266
S101313,Business_School_E,CS,Nigeria,Latvia,2021,Information Systems,Bachelor,Part-time,Female,20,Single,2,High,0.7844291579897994,1,1,1,1,18,Partial,7.24,7.14,7.19,7.17,26,23,21,21,1,0,0.743,0.585,0.096,0,0.172,65.3,47.0,0.469,2,7.27,1,Moderate Risk,0.802
S101314,Latvia_College_C,MED,Vietnam,Latvia,2022,Humanities,Master,Full-time,Female,19,Single,1,High,0.6,1,0,1,1,18,None,6.47,7.0,6.93,6.96,28,28,24,21,0,1,0.616,0.461,0.104,3,-0.272,46.6,27.9,0.333,1,8.06,1,Moderate Risk,0.758
S101315,Tech_Institute_D,CS,Germany,Latvia,2023,Social Sciences,Bachelor,Full-time,Female,24,Single,4,Low,0.1,0,0,0,1,16,Full,7.58,7.1,7.34,7.22,23,23,20,20,0,0,0.78,0.644,0.116,0,-0.289,76.5,76.6,0.222,0,6.58,1,Very Likely to Succeed,0.908
S101316,Latvia_College_C,LAW,Germany,Latvia,2020,Business,Bachelor,Full-time,Male,30,Single,3,Low,0.1,0,0,0,1,21,None,7.15,6.7,6.95,6.83,20,20,21,12,0,3,0.6,0.453,0.127,4,-0.354,50.0,49.6,0.387,0,6.24,0,Moderate Risk,0.788
S101317,Tech_Institute_D,MED,Ghana,Latvia,2023,Business,Bachelor,Part-time,Female,28,Married,2,High,0.7543594398629818,0,1,1,1,18,None,7.76,7.93,8.31,8.12,33,33,21,18,0,1,0.87,0.744,0.102,0,0.25,83.5,95.1,0.418,0,7.96,1,Moderate Risk,0.774
S101318,Latvia_Uni_A,MIS,Canada,Latvia,2022,Humanities,Master,Part-time,Male,26,Single,4,Medium,0.3,0,1,0,0,0,None,8.15,8.79,8.48,8.64,20,17,30,30,1,0,0.887,0.766,0.114,0,-0.237,72.1,84.3,0.271,0,8.33,1,Very Likely to Succeed,1.0
S101319,Business_School_E,DATA,Vietnam,Latvia,2018,Engineering,Master,Part-time,Female,37,Single,3,High,0.6,1,1,0,0,0,None,6.05,6.82,6.68,6.75,25,25,23,23,0,0,0.773,0.644,0.062,0,0.02,49.2,34.3,0.33,1,7.06,1,Moderate Risk,0.847
S101320,Business_School_E,MED,Vietnam,Latvia,2018,Business,Master,Full-time,Female,28,Single,2,High,0.6,1,1,0,0,0,None,6.53,7.2,7.47,7.34,25,25,30,21,0,3,0.84,0.72,0.108,0,0.28,48.5,40.8,0.233,1,7.77,0,Moderate Risk,0.848
S101321,Latvia_College_C,LAW,Ghana,Latvia,2018,Engineering,Master,Full-time,Male,37,Single,1,High,0.7955337036046038,1,1,1,0,0,None,7.35,7.47,7.83,7.65,34,31,34,31,1,1,0.755,0.616,0.074,0,0.068,62.0,60.3,0.41,0,8.01,1,Moderate Risk,0.798
S101322,Business_School_E,ENG,Brazil,Latvia,2020,Engineering,Master,Full-time,Male,33,Single,3,Medium,0.35,1,0,0,1,27,None,6.54,7.1,7.1,7.1,27,27,35,32,0,1,0.746,0.606,0.108,0,-0.219,33.9,38.2,0.261,1,6.76,1,Very Likely to Succeed,0.877
S101323,Latvia_Uni_B,ENG,Nigeria,Latvia,2021,Humanities,Master,Part-time,Female,35,Single,3,High,0.7664175008424002,0,1,1,1,12,None,6.13,6.37,6.67,6.52,25,19,35,35,2,0,0.71,0.58,0.116,0,-0.297,49.0,18.3,0.275,2,6.04,1,Moderate Risk,0.692
S101324,Business_School_E,LAW,Ghana,Latvia,2019,Computer Science,Bachelor,Full-time,Male,32,Single,3,High,0.7256746671214694,1,1,0,0,0,None,6.38,5.2,5.83,5.52,33,30,30,27,1,1,0.671,0.528,0.081,0,0.181,54.8,34.7,0.397,0,5.89,0,Moderate Risk,0.684
S101325,Latvia_College_C,CS,Spain,Latvia,2021,Business,Bachelor,Full-time,Female,30,Single,3,Low,0.1,0,0,0,1,24,None,6.5,6.68,7.19,6.93,24,21,25,25,1,0,0.522,0.352,0.066,7,-0.042,23.8,0.0,0.357,1,6.62,1,Moderate Risk,0.747
S101326,Latvia_College_C,MED,Bangladesh,Latvia,2020,Humanities,Master,Full-time,Female,26,Married,2,High,0.6,0,0,0,0,0,None,6.64,5.97,6.6,6.29,31,31,26,26,0,0,0.582,0.421,0.068,1,0.086,49.4,54.8,0.54,3,5.6,0,High Risk,0.539
S101327,Tech_Institute_D,MIS,Vietnam,Latvia,2020,Computer Science,Master,Full-time,Female,38,Married,2,High,0.6,1,1,1,1,10,Partial,7.64,8.09,8.3,8.19,21,15,35,32,2,1,0.812,0.704,0.103,0,0.27,81.3,64.6,0.294,2,8.94,1,Very Likely to Succeed,0.991
S101328,Latvia_College_C,CS,Spain,Latvia,2018,Computer Science,Master,Part-time,Female,19,Single,3,Low,0.1,0,0,0,0,0,None,7.31,7.58,6.8,7.19,29,29,28,28,0,0,0.549,0.379,0.126,10,0.326,66.4,26.0,0.455,0,7.91,1,Moderate Risk,0.827
S101329,Business_School_E,BUS,USA,Latvia,2021,Engineering,Master,Full-time,Male,38,Single,2,Medium,0.3,1,0,1,0,0,None,5.5,5.63,5.92,5.78,29,26,24,21,1,1,0.525,0.37,0.205,15,0.572,20.2,28.4,0.285,1,6.6,1,Moderate Risk,0.729
S101330,Latvia_Uni_A,BUS,South Korea,Latvia,2022,Computer Science,Master,Part-time,Female,33,Single,3,High,0.6,1,0,0,0,0,None,8.11,8.84,8.22,8.53,31,31,21,18,0,1,0.905,0.817,0.149,0,0.396,97.8,90.5,0.307,2,8.34,1,Very Likely to Succeed,1.0
S101331,Latvia_Uni_A,MED,USA,Latvia,2021,Information Systems,Master,Part-time,Female,35,Single,2,Medium,0.3,0,1,1,1,21,Partial,6.42,6.25,6.81,6.53,24,21,25,22,1,1,0.565,0.399,0.117,8,0.283,52.5,18.8,0.464,2,6.32,1,Moderate Risk,0.71
S101332,Latvia_Uni_A,DATA,USA,Latvia,2022,Humanities,Master,Full-time,Male,36,Single,3,Medium,0.3,1,1,0,0,0,Partial,8.01,7.87,8.3,8.09,34,34,27,27,0,0,0.823,0.73,0.232,0,0.608,57.1,52.7,0.179,3,8.96,1,Very Likely to Succeed,0.991
S101333,Latvia_College_C,MIS,Kenya,Latvia,2020,Computer Science,Master,Full-time,Male,37,Single,2,High,0.7566217274045265,1,0,1,0,0,Partial,7.13,7.21,7.68,7.45,32,32,27,24,0,1,0.728,0.578,0.136,0,0.364,50.2,38.4,0.424,2,7.61,1,Moderate Risk,0.847
S101334,Latvia_College_C,MED,Pakistan,Latvia,2022,Information Systems,Master,Full-time,Male,18,Single,3,High,0.6,1,1,0,1,21,None,7.65,8.15,7.92,8.04,23,20,26,23,1,1,0.664,0.519,0.116,0,0.299,70.3,50.0,0.483,0,8.35,1,Very Likely to Succeed,0.859
S101335,Tech_Institute_D,DATA,India,Latvia,2018,Engineering,Bachelor,Full-time,Other,38,Married,1,High,0.6,1,0,1,1,19,None,7.21,7.45,8.05,7.75,23,20,25,22,1,1,0.855,0.73,0.09,0,0.217,63.0,46.3,0.222,0,7.87,1,Very Likely to Succeed,0.885
S101336,Latvia_Uni_A,DATA,Vietnam,Latvia,2018,Information Systems,Master,Full-time,Male,30,Married,2,High,0.6,1,1,1,0,0,Full,6.15,6.91,7.22,7.07,31,28,28,28,1,0,0.969,0.893,0.073,0,0.066,60.9,38.8,0.076,0,7.08,1,Very Likely to Succeed,0.972
S101337,Latvia_Uni_B,BUS,Kenya,Latvia,2022,Business,Bachelor,Full-time,Male,25,Single,1,High,0.773908447232442,0,0,1,1,28,None,6.61,6.37,7.01,6.69,33,30,34,34,1,0,0.462,0.298,0.075,19,-0.033,14.0,18.0,0.578,7,5.94,0,High Risk,0.418
S101338,Latvia_College_C,DATA,Nigeria,Latvia,2019,Medicine,Bachelor,Part-time,Female,18,Single,2,High,0.7268579532589452,0,1,1,1,28,None,5.62,5.49,5.75,5.62,27,27,35,35,0,0,0.497,0.343,0.129,15,0.298,29.1,28.9,0.524,5,5.37,0,High Risk,0.437
S101339,Business_School_E,BUS,Nigeria,Latvia,2020,Medicine,Bachelor,Full-time,Female,19,Married,3,High,0.7552823047025884,0,0,0,0,0,None,5.8,5.61,5.52,5.56,32,32,29,23,0,2,0.306,0.123,0.064,36,-0.039,14.2,4.0,0.703,3,5.62,0,High Risk,0.405
S101340,Business_School_E,CS,Sri Lanka,Latvia,2020,Humanities,Master,Full-time,Female,25,Single,3,High,0.6,1,1,0,0,0,Full,5.78,6.18,6.15,6.16,33,30,20,20,1,0,0.722,0.582,0.095,0,0.116,28.0,4.8,0.188,0,6.16,1,Moderate Risk,0.789
S101341,Latvia_Uni_A,DATA,Bangladesh,Latvia,2020,Medicine,Bachelor,Part-time,Male,30,Other,2,High,0.6,0,0,0,1,18,None,5.61,5.13,5.05,5.09,30,27,31,31,1,0,0.374,0.186,0.111,30,0.266,13.4,0.0,0.52,3,5.12,0,Very High Risk,0.37
S101342,Tech_Institute_D,DATA,Germany,Latvia,2018,Business,Bachelor,Full-time,Male,32,Single,5,Low,0.1,0,0,0,1,22,Full,6.3,6.71,6.94,6.83,33,30,33,24,1,3,0.69,0.53,0.074,0,-0.079,42.8,31.2,0.246,0,6.21,0,Moderate Risk,0.847
S101343,Latvia_Uni_B,ENG,France,Latvia,2021,Computer Science,Bachelor,Full-time,Female,26,Single,4,Low,0.1,0,0,0,1,23,None,6.27,6.64,6.28,6.46,33,33,30,27,0,1,0.552,0.396,0.046,1,-0.024,28.4,15.2,0.257,2,6.4,1,Moderate Risk,0.783
S101344,Tech_Institute_D,LAW,Brazil,Latvia,2020,Social Sciences,Bachelor,Full-time,Male,20,Single,3,Medium,0.35,1,1,0,0,0,None,8.28,9.16,8.86,9.01,28,28,33,27,0,2,0.966,0.912,0.105,0,0.278,100.0,100.0,0.234,0,9.7,1,Very Likely to Succeed,1.0
S101345,Tech_Institute_D,CS,Bangladesh,Latvia,2022,Information Systems,Master,Full-time,Male,32,Single,1,High,0.6,0,1,1,0,0,Partial,7.65,7.06,6.95,7.0,25,25,29,29,0,0,0.689,0.55,0.088,0,0.187,79.0,100.0,0.639,4,6.91,1,Moderate Risk,0.655
S101346,Tech_Institute_D,DATA,India,Latvia,2022,Social Sciences,Master,Full-time,Male,21,Single,3,High,0.6,1,1,1,1,14,None,7.4,7.42,7.45,7.43,34,31,35,29,1,2,0.979,0.937,0.059,0,0.039,63.2,41.8,0.0,1,7.91,1,Very Likely to Succeed,1.0
S101347,Latvia_Uni_B,CS,China,Latvia,2021,Medicine,Bachelor,Part-time,Female,25,Single,3,High,0.6,1,0,0,0,0,None,4.45,4.11,4.36,4.24,31,28,30,27,1,1,0.374,0.194,0.094,31,0.172,0.0,0.0,0.315,3,4.5,0,High Risk,0.544
S101348,Latvia_Uni_A,DATA,Spain,Latvia,2019,Information Systems,Bachelor,Full-time,Male,28,Single,3,Low,0.1,0,1,0,0,0,None,7.18,7.12,7.12,7.12,34,34,31,28,0,1,0.931,0.843,0.124,0,-0.317,46.3,70.5,0.105,0,6.96,1,Very Likely to Succeed,0.961
S101349,Tech_Institute_D,LAW,USA,Latvia,2023,Information Systems,Bachelor,Full-time,Male,18,Married,2,Medium,0.3,0,0,0,1,16,Partial,6.8,7.08,6.95,7.02,23,23,28,28,0,0,0.408,0.24,0.075,26,-0.118,34.4,20.1,0.635,2,7.17,0,High Risk,0.635
S101350,Latvia_Uni_B,MIS,Nigeria,Latvia,2022,Social Sciences,Bachelor,Part-time,Female,21,Single,2,High,0.7542197045303253,1,1,0,1,29,None,6.86,7.57,7.06,7.32,21,21,33,30,0,1,0.869,0.766,0.116,0,-0.337,54.7,48.9,0.362,3,7.56,1,Moderate Risk,0.721
S101351,Latvia_Uni_A,ENG,Bangladesh,Latvia,2020,Business,Bachelor,Full-time,Female,22,Married,1,High,0.6,0,1,0,0,0,Partial,5.58,5.79,6.02,5.9,33,27,27,27,2,0,0.566,0.411,0.072,2,-0.039,39.2,22.8,0.501,3,5.85,0,High Risk,0.45
S101352,Latvia_College_C,LAW,Sri Lanka,Latvia,2022,Business,Bachelor,Full-time,Male,29,Single,3,High,0.6,1,0,0,1,21,None,7.24,7.69,7.55,7.62,20,11,29,29,3,0,0.798,0.668,0.081,0,-0.17,68.0,58.7,0.393,0,7.55,1,Very Likely to Succeed,0.876
S101353,Business_School_E,BUS,Nigeria,Latvia,2019,Humanities,Bachelor,Full-time,Male,39,Single,2,High,0.7740491362450675,1,1,1,0,0,None,6.52,7.06,6.61,6.84,30,30,29,29,0,0,0.722,0.568,0.095,0,0.263,35.1,29.8,0.287,3,7.59,1,Moderate Risk,0.797
S101354,Latvia_Uni_A,ENG,India,Latvia,2023,Information Systems,Bachelor,Part-time,Female,29,Married,2,High,0.6,0,1,0,0,0,None,7.28,7.47,7.58,7.52,34,34,29,26,0,1,0.475,0.315,0.154,17,0.406,50.7,26.8,0.641,3,7.27,0,High Risk,0.589
S101355,Business_School_E,ENG,Sri Lanka,Latvia,2022,Business,Master,Full-time,Male,31,Single,1,High,0.6,1,0,1,1,12,None,6.95,7.56,7.37,7.46,20,20,26,23,0,1,0.556,0.382,0.084,8,0.178,48.0,19.9,0.506,1,7.82,1,Moderate Risk,0.786
S101356,Tech_Institute_D,ENG,Latvia,Latvia,2018,Business,Master,Full-time,Male,33,Single,5,Low,0.1,0,0,0,1,20,None,8.95,9.84,8.75,9.29,30,30,31,31,0,0,0.983,0.931,0.061,0,-0.108,100.0,100.0,0.115,0,9.67,1,Very Likely to Succeed,1.0
S101357,Latvia_Uni_B,LAW,Brazil,Latvia,2021,Information Systems,Bachelor,Full-time,Male,27,Single,4,Medium,0.35,0,1,0,0,0,None,7.41,6.97,6.78,6.87,23,20,25,25,1,0,0.532,0.381,0.075,8,0.087,40.7,27.5,0.491,2,6.63,1,Moderate Risk,0.776
S101358,Business_School_E,DATA,India,Latvia,2021,Information Systems,Bachelor,Part-time,Other,22,Single,2,High,0.6,1,0,0,1,25,None,4.86,4.57,4.34,4.46,20,17,33,30,1,1,0.374,0.205,0.098,30,0.238,0.0,0.0,0.363,1,4.0,0,High Risk,0.442
S101359,Latvia_College_C,MIS,South Korea,Latvia,2023,Social Sciences,Master,Full-time,Male,39,Single,3,High,0.6,1,1,0,1,28,None,5.04,4.54,4.6,4.57,22,19,30,27,1,1,0.411,0.233,0.115,24,0.34,4.0,0.0,0.514,1,4.63,0,High Risk,0.5
S101360,Latvia_Uni_B,BUS,Germany,Latvia,2018,Information Systems,Bachelor,Part-time,Male,25,Single,5,Low,0.1,1,0,1,0,0,None,8.56,9.33,9.72,9.52,26,26,20,20,0,0,0.982,0.927,0.066,0,-0.047,79.5,100.0,0.0,0,9.88,1,Very Likely to Succeed,1.0
S101361,Business_School_E,MIS,Pakistan,Latvia,2021,Information Systems,Bachelor,Part-time,Female,31,Married,3,High,0.6,0,0,1,0,0,Partial,7.83,8.31,9.07,8.69,33,33,23,20,0,1,0.942,0.846,0.075,0,0.031,94.7,97.4,0.25,0,8.56,1,Very Likely to Succeed,0.977
S101362,Business_School_E,LAW,Sri Lanka,Latvia,2020,Engineering,Bachelor,Full-time,Male,34,Single,1,High,0.6,0,1,1,1,15,None,6.41,6.12,6.13,6.13,25,22,31,28,1,1,0.518,0.345,0.112,12,0.269,34.4,27.7,0.552,0,5.61,0,High Risk,0.535
S101363,Latvia_Uni_B,DATA,Sri Lanka,Latvia,2022,Information Systems,Master,Full-time,Male,37,Married,2,High,0.6,0,0,0,0,0,None,6.42,6.45,6.01,6.23,22,19,26,26,1,0,0.585,0.424,0.076,2,-0.027,50.0,24.9,0.497,0,5.69,0,High Risk,0.536
S101364,Latvia_College_C,ENG,Spain,Latvia,2020,Information Systems,Master,Full-time,Male,18,Single,4,Low,0.1,0,0,0,1,25,None,7.19,7.78,7.31,7.54,34,31,29,26,1,1,0.786,0.659,0.097,0,0.276,67.7,74.4,0.406,1,7.99,1,Very Likely to Succeed,0.934
S101365,Latvia_College_C,BUS,Nigeria,Latvia,2020,Social Sciences,Master,Full-time,Female,21,Single,2,High,0.7068656134433954,0,1,0,0,0,Full,5.91,5.23,5.82,5.52,31,25,23,23,2,0,0.312,0.111,0.068,36,-0.052,34.7,0.0,0.807,4,5.51,0,Very High Risk,0.357
S101366,Tech_Institute_D,MIS,Pakistan,Latvia,2019,Social Sciences,Master,Full-time,Male,29,Single,2,High,0.6,0,0,1,1,26,Partial,8.64,8.34,9.3,8.82,35,35,21,18,0,1,0.752,0.626,0.069,0,0.125,95.8,100.0,0.494,2,8.77,1,Moderate Risk,0.793
S101367,Latvia_Uni_A,ENG,Pakistan,Latvia,2022,Medicine,Master,Full-time,Male,19,Single,3,High,0.6,0,1,0,0,0,Full,7.7,7.43,7.44,7.44,30,27,33,33,1,0,0.593,0.43,0.084,2,0.173,46.2,49.6,0.504,3,7.41,1,Moderate Risk,0.678
S101368,Latvia_College_C,LAW,Sri Lanka,Latvia,2021,Information Systems,Master,Full-time,Female,38,Single,2,High,0.6,0,0,0,0,0,Full,7.71,6.74,7.09,6.92,33,30,30,30,1,0,0.573,0.407,0.08,1,0.095,48.7,48.8,0.592,3,6.36,0,High Risk,0.576
S101369,Business_School_E,CS,Germany,Latvia,2021,Engineering,Bachelor,Full-time,Male,21,Single,3,Low,0.1,1,0,0,0,0,Partial,7.58,7.93,8.55,8.24,24,21,35,35,1,0,0.607,0.461,0.111,4,0.296,61.8,62.1,0.351,1,8.4,1,Very Likely to Succeed,0.921
S101370,Latvia_College_C,BUS,Pakistan,Latvia,2021,Medicine,Bachelor,Full-time,Male,32,Single,1,High,0.6,1,0,1,0,0,None,7.74,6.95,7.66,7.31,33,30,23,20,1,1,0.987,0.943,0.055,0,0.039,95.2,90.3,0.145,0,7.48,1,Very Likely to Succeed,0.943
S101371,Business_School_E,MED,USA,Latvia,2021,Computer Science,Bachelor,Full-time,Male,20,Single,3,Medium,0.3,0,0,0,0,0,None,6.01,5.71,5.67,5.69,22,22,23,23,0,0,0.617,0.479,0.118,2,0.324,54.1,48.1,0.395,3,5.32,0,Moderate Risk,0.684
S101372,Tech_Institute_D,LAW,Brazil,Latvia,2018,Information Systems,Bachelor,Full-time,Male,28,Single,2,Medium,0.35,0,0,1,0,0,Full,8.57,8.69,9.92,9.31,25,22,25,25,1,0,0.852,0.736,0.072,0,-0.107,83.9,100.0,0.357,1,8.88,1,Very Likely to Succeed,1.0
S101373,Latvia_College_C,MIS,South Korea,Latvia,2019,Medicine,Bachelor,Full-time,Female,26,Single,1,High,0.6,1,1,1,0,0,Partial,6.96,7.41,7.18,7.29,29,29,27,24,0,1,0.89,0.741,0.085,0,0.1,40.9,39.1,0.195,1,7.73,1,Very Likely to Succeed,0.882
S101374,Latvia_Uni_A,MED,Spain,Latvia,2020,Medicine,Master,Full-time,Female,20,Single,3,Low,0.1,0,0,0,0,0,Partial,5.52,5.07,5.17,5.12,35,29,22,16,2,2,0.515,0.344,0.078,10,0.047,4.4,0.0,0.249,1,5.81,0,Moderate Risk,0.678
S101375,Latvia_Uni_B,ENG,Ghana,Latvia,2018,Humanities,Bachelor,Full-time,Male,22,Other,1,High,0.784957986862052,1,0,1,1,30,Full,6.47,6.23,5.67,5.95,32,29,27,21,1,2,0.631,0.486,0.109,1,-0.303,36.0,15.3,0.37,6,5.51,0,High Risk,0.559
S101376,Tech_Institute_D,BUS,India,Latvia,2018,Medicine,Bachelor,Full-time,Female,39,Single,2,High,0.6,0,1,0,0,0,Partial,4.53,4.41,4.12,4.27,23,23,35,29,0,2,0.306,0.11,0.079,36,0.2,0.0,0.0,0.544,1,4.35,0,Very High Risk,0.311
S101377,Tech_Institute_D,MIS,China,Latvia,2023,Medicine,Bachelor,Full-time,Male,30,Single,3,High,0.6,0,0,1,0,0,None,5.45,4.69,4.92,4.8,27,21,21,15,2,2,0.575,0.417,0.095,3,-0.19,19.1,9.8,0.279,2,5.13,0,High Risk,0.589
S101378,Business_School_E,BUS,Kenya,Latvia,2023,Medicine,Bachelor,Full-time,Male,32,Single,2,High,0.7168919532799074,0,1,1,1,19,None,5.87,5.64,5.84,5.74,22,16,26,23,2,1,0.55,0.392,0.111,8,0.278,30.7,14.1,0.504,4,5.75,0,High Risk,0.518
S101379,Business_School_E,CS,India,Latvia,2021,Computer Science,Bachelor,Part-time,Female,38,Married,2,High,0.6,1,1,1,0,0,Full,7.59,8.89,8.25,8.57,30,30,23,23,0,0,0.856,0.717,0.084,0,0.158,68.6,56.4,0.251,0,8.46,1,Very Likely to Succeed,1.0
S101380,Business_School_E,ENG,Sri Lanka,Latvia,2019,Humanities,Bachelor,Full-time,Female,37,Single,1,High,0.6,0,0,1,1,22,Partial,7.07,6.99,6.91,6.95,26,20,31,25,2,2,0.589,0.41,0.099,6,0.134,58.8,47.5,0.558,2,6.97,0,High Risk,0.568
S101381,Latvia_Uni_A,BUS,Sri Lanka,Latvia,2020,Information Systems,Master,Full-time,Other,23,Single,1,High,0.6,0,0,1,0,0,Partial,8.14,8.32,8.46,8.39,29,26,33,30,1,1,0.639,0.5,0.088,0,-0.086,59.7,68.0,0.503,3,8.52,0,Moderate Risk,0.733
S101382,Latvia_Uni_B,LAW,South Korea,Latvia,2018,Social Sciences,Master,Full-time,Female,37,Single,1,High,0.6,0,1,1,0,0,None,7.57,7.04,7.31,7.17,25,25,33,30,0,1,0.774,0.627,0.092,0,0.132,66.8,75.5,0.416,2,6.94,1,Moderate Risk,0.69
S101383,Latvia_Uni_B,DATA,Ghana,Latvia,2020,Social Sciences,Bachelor,Full-time,Female,33,Single,1,High,0.7256646651742216,0,1,0,1,13,None,5.63,5.14,5.36,5.25,29,23,29,29,2,0,0.304,0.121,0.079,36,0.016,2.8,7.1,0.857,5,4.33,0,Very High Risk,0.275
S101384,Tech_Institute_D,LAW,Bangladesh,Latvia,2021,Computer Science,Bachelor,Full-time,Other,34,Other,2,High,0.6,0,0,0,0,0,None,6.67,6.24,6.26,6.25,26,23,32,29,1,1,0.377,0.215,0.062,32,-0.091,44.3,25.6,0.71,3,6.23,0,High Risk,0.475
S101385,Latvia_Uni_B,ENG,Kenya,Latvia,2019,Business,Bachelor,Full-time,Male,20,Other,2,High,0.7963939960825647,0,1,0,0,0,None,6.01,5.81,6.36,6.08,31,25,27,24,2,1,0.28,0.093,0.061,36,-0.027,0.0,0.0,0.643,7,5.98,0,Very High Risk,0.356
S101386,Latvia_Uni_B,ENG,Vietnam,Latvia,2018,Social Sciences,Bachelor,Part-time,Female,18,Other,2,High,0.6,1,1,1,1,19,None,6.01,6.38,6.53,6.46,35,32,30,24,1,2,0.904,0.79,0.068,0,0.124,62.1,56.3,0.227,0,6.95,1,Very Likely to Succeed,0.877
S101387,Latvia_Uni_A,CS,Latvia,Latvia,2023,Computer Science,Bachelor,Full-time,Other,18,Single,5,Low,0.1,0,1,1,0,0,None,7.86,8.3,8.73,8.51,34,34,32,32,0,0,0.986,0.948,0.051,0,0.073,97.7,100.0,0.0,0,8.76,1,Very Likely to Succeed,1.0
S101388,Latvia_Uni_B,MIS,India,Latvia,2020,Computer Science,Bachelor,Full-time,Male,30,Single,1,High,0.6,0,0,0,0,0,Full,5.65,5.23,5.28,5.26,29,26,33,30,1,1,0.286,0.098,0.075,36,-0.146,6.9,0.0,0.684,5,5.15,0,Very High Risk,0.313
S101389,Business_School_E,LAW,USA,Latvia,2019,Humanities,Master,Full-time,Female,36,Single,2,Medium,0.3,0,0,1,0,0,None,7.52,7.66,7.32,7.49,31,31,31,31,0,0,0.636,0.471,0.09,0,0.132,53.4,60.4,0.383,1,7.1,1,Moderate Risk,0.832
S101390,Latvia_Uni_B,LAW,India,Latvia,2023,Engineering,Bachelor,Full-time,Other,29,Single,2,High,0.6,0,1,1,1,15,None,7.28,7.26,7.43,7.34,25,25,22,22,0,0,0.683,0.525,0.094,1,-0.271,63.6,54.6,0.448,2,7.38,1,Moderate Risk,0.731
S101391,Latvia_College_C,MED,Ghana,Latvia,2022,Medicine,Bachelor,Full-time,Male,29,Married,1,High,0.7961776664676412,1,0,1,0,0,None,9.52,9.57,10.0,9.78,27,27,25,25,0,0,0.865,0.748,0.078,0,0.157,98.6,100.0,0.419,3,9.8,1,Very Likely to Succeed,0.979
S101392,Latvia_Uni_A,MED,Spain,Latvia,2018,Social Sciences,Master,Full-time,Female,29,Single,3,Low,0.1,1,1,0,1,18,None,6.31,7.06,6.75,6.91,30,30,23,20,0,1,0.899,0.811,0.122,0,0.298,33.9,44.6,0.037,0,6.94,1,Very Likely to Succeed,0.937
S101393,Latvia_Uni_A,DATA,Nigeria,Latvia,2018,Medicine,Bachelor,Full-time,Other,39,Single,2,High,0.7782745645920577,1,1,1,0,0,None,5.96,5.98,6.36,6.17,32,32,25,25,0,0,0.592,0.445,0.103,3,0.196,39.1,10.2,0.397,1,6.51,1,Moderate Risk,0.714
S101394,Business_School_E,LAW,USA,Latvia,2021,Information Systems,Master,Part-time,Male,33,Single,4,Medium,0.3,0,0,1,0,0,None,8.51,8.94,9.81,9.37,33,33,33,33,0,0,0.77,0.638,0.076,0,0.027,72.2,82.3,0.278,1,9.55,1,Very Likely to Succeed,1.0
S101395,Latvia_Uni_B,ENG,Kenya,Latvia,2018,Business,Bachelor,Full-time,Male,35,Married,1,High,0.7304469059529425,0,0,1,0,0,Partial,6.91,6.37,6.38,6.38,25,25,33,27,0,2,0.317,0.121,0.106,34,0.271,7.9,23.9,0.804,8,6.19,0,High Risk,0.438
